text,language,source
anuktamantraiḥ kāścittu $ kṛtāḥ syustāḥ kriyāstataḥ &,Sanskrit,GRETIL
tatpūrvakṛtasaṃkalpa- % karmamadhyādhikatvataḥ // Ang_1.803 //,Sanskrit,GRETIL
punaḥsaṃkalpaprakaraṇam,Sanskrit,GRETIL
tatkiṃcidviguṇībhūyāt $ tadvaiguṇyata eva vai &,Sanskrit,GRETIL
punaḥ saṃkalpayitvaiva % tatpūrvakakriyāṃ caret // Ang_1.804 //,Sanskrit,GRETIL
sarvatraivaṃ vijānīyāt $ tattatsaṃkalpakarmasu &,Sanskrit,GRETIL
na cedekasya saṃkalpa % ekadhaiva bhaveddhi vai // Ang_1.805 //,Sanskrit,GRETIL
āsamāptervidhānena $ prakṛte paitṛke kila &,Sanskrit,GRETIL
anuktamantrapaṭhanāt % punaḥ saṃkalpamācaret // Ang_1.806 //,Sanskrit,GRETIL
yadyuktamantramātreṇa $ yatkarma calati sthale &,Sanskrit,GRETIL
tatkarmamadhye na punaḥ % saṃkalpaḥ prabhaveddhi vai // Ang_1.807 //,Sanskrit,GRETIL
tasmātsaṃkalpayitvā 'tha $ cāśaikaraṇamārabhet &,Sanskrit,GRETIL
pariveṣaṇaprakārapaurvāparyam,Sanskrit,GRETIL
saṃparistīrya vidhinā % darbhaistairdakṣiṇāgrakaiḥ // Ang_1.808 //,Sanskrit,GRETIL
annamādāya pakvāttu $ copastīrya tataḥ punaḥ &,Sanskrit,GRETIL
mekṣaṇenānnamādāya % mantrametaṃ śrutīritam // Ang_1.809 //,Sanskrit,GRETIL
pratikalpaikapaṭhitaṃ $ somāyeti huneddhaviḥ &,Sanskrit,GRETIL
taccheṣeṇa yamāyeti % agnayeti ca tatparam // Ang_1.810 //,Sanskrit,GRETIL
uddeśatyāgamātraṃ ca $ prācīnāvītinaiva vai &,Sanskrit,GRETIL
samuccārya punaścaiva % pariṣicyāpradakṣiṇam // Ang_1.811 //,Sanskrit,GRETIL
amantrakaṃ vidhānena $ tadannaṃ śiṣṭamuddhṛtam &,Sanskrit,GRETIL
ardhaṃ kṣipedviprapātre % datvā hastodakaṃ tataḥ // Ang_1.812 //,Sanskrit,GRETIL
daivapātre 'bhighāryātha $ pūrvavacca vidhānataḥ &,Sanskrit,GRETIL
annaṃ ca pāyasaṃ bhakṣyaṃ % vyañjanāni phalāni ca // Ang_1.813 //,Sanskrit,GRETIL
payo madhu ghṛtaṃ cānte $ sūpaṃ tu pariveṣayet &,Sanskrit,GRETIL
agre sūpadāne,Sanskrit,GRETIL
yadi sūpādatha punar- % vastu syātpariveṣitam // Ang_1.814 //,Sanskrit,GRETIL
tadrākṣasaṃ bhavecchrāddhaṃ $ tathā tasmānna cācaret &,Sanskrit,GRETIL
rakṣoghnamantram,Sanskrit,GRETIL
annamājyenābhighārya % gāyatryā prokṣya tatparam // Ang_1.815 //,Sanskrit,GRETIL
dadhinānnaṃ ca pracchādya $ cāhamasmīti sūktakam &,Sanskrit,GRETIL
prapaṭhedatra vidhinā % rākṣoghnaśrutimadhyagam // Ang_1.816 //,Sanskrit,GRETIL
yena kenāpyuccāraṇamasamarthasya,Sanskrit,GRETIL
svayaṃ yadyasamarthaścen $ mantroccāraṇakarmaṇi &,Sanskrit,GRETIL
yena kena ca vipreṇa % vācanīyaṃ prayatnataḥ // Ang_1.817 //,Sanskrit,GRETIL
naite mantrā yājamānā $ atroktāḥ kila karmaṇi &,Sanskrit,GRETIL
rākṣasānāṃ vināśāya % vedaghoṣaḥ praśasyate // Ang_1.818 //,Sanskrit,GRETIL
sa ghoṣo brāhmaṇaiḥ kartuṃ $ śakyate prakṛte kila &,Sanskrit,GRETIL
uṣṇaṃ dātavyam,Sanskrit,GRETIL
annaṃ vastūni yānīha % pātreṇa saha kevalam // Ang_1.819 //,Sanskrit,GRETIL
cullisthāni bhaveyurhi $ tebhyaḥ pātrebhya eva vai &,Sanskrit,GRETIL
darvimyaśca samuddhṛtya % svalpaṃ svalpaṃ yathoṣmakam // Ang_1.820 //,Sanskrit,GRETIL
yadā bhavettadā tatra $ viprebhyaḥ pariveṣayet &,Sanskrit,GRETIL
ūṣmabhāgā hi pitaraś % coṣmaśūnyaṃ na paitṛkam // Ang_1.821 //,Sanskrit,GRETIL
bhavedeva na sandehaḥ $ paścādannaṃ yathā purā &,Sanskrit,GRETIL
viprahaste jalaṃ datvā % gāyatryā prokṣya vai tataḥ // Ang_1.822 //,Sanskrit,GRETIL
yadaivāhavanīyaṃ vai $ dakṣiṇāgniṃ vidhānataḥ &,Sanskrit,GRETIL
nityaṃ vai gārhapatyaṃ ca % pariṣiñcati mantrataḥ // Ang_1.823 //,Sanskrit,GRETIL
satyaṃ tvartena vidhinā $ brāhmaṇaṃ pariṣicya vai &,Sanskrit,GRETIL
pṛthivī teti tatsarvam % abhimṛśya tataḥ punaḥ // Ang_1.824 //,Sanskrit,GRETIL
samupasparśayitvātha $ pitrādibhyo nivedayet &,Sanskrit,GRETIL
pradhānametaddhomaśca % samupasparśanaṃ punaḥ // Ang_1.825 //,Sanskrit,GRETIL
mantrāḥ vācyāḥ,Sanskrit,GRETIL
etanmantratrayaṃ vācā $ yajamānaḥ samuccaret &,Sanskrit,GRETIL
etanmantratrayaṃ śrāddhe % pradhānakamihocyate // Ang_1.826 //,Sanskrit,GRETIL
tathā piṇḍapradānasya $ mantrāḥ kecana coditāḥ &,Sanskrit,GRETIL
etaduccāraṇāśaktau % vyarthaṃ śrāddhaṃ bhavetkila // Ang_1.827 //,Sanskrit,GRETIL
tasmādyatnena mahatā $ homāgneya iti trayam &,Sanskrit,GRETIL
dvayaṃ vātha punaścaikaṃ % pṛthivī teti kiṃcana // Ang_1.828 //,Sanskrit,GRETIL
annābhimarśane proktam $ amṛtopastarāṇakam &,Sanskrit,GRETIL
pañca prāṇāhutau mantrāḥ % prāṇāyetyādikā parāḥ // Ang_1.829 //,Sanskrit,GRETIL
yathāvadeva vācā te $ pravācyā śrāddhakarmaṇi &,Sanskrit,GRETIL
na cecchrāddhaṃ bhavennaitad % etairmantrairbhaveddhi tat // Ang_1.830 //,Sanskrit,GRETIL
paścātpiṇḍapradāne 'pi $ mantrā vācyāśca bhaktitaḥ &,Sanskrit,GRETIL
mantravaikalpanāśāya vedaghoṣaḥ,Sanskrit,GRETIL
bhojane samupakrānte % vedaghoṣaṃ prayatnataḥ // Ang_1.831 //,Sanskrit,GRETIL
kārayedvipramukhataḥ $ ṛgyajuḥsāmabhistarām &,Sanskrit,GRETIL
tena vaikalyadoṣā ye % rakṣobhiḥ parikalpitāḥ // Ang_1.832 //,Sanskrit,GRETIL
sadyo naṣṭā bhaveyurhi $ tasmādeva tathācaret &,Sanskrit,GRETIL
yathānyaghoṣo viprāṇāṃ % śṛṇuyānnātra kevalam // Ang_1.833 //,Sanskrit,GRETIL
tathā ghoṣaḥ prakartavyaḥ $ svayaṃ paramukhāttathā &,Sanskrit,GRETIL
yatnātkārayitavyaśca % na ceddoṣo mahān bhavet // Ang_1.834 //,Sanskrit,GRETIL
vedoccāraṇasāmarthya- $ vikalo yadi tatkaraḥ &,Sanskrit,GRETIL
namo vaḥ pitaro mantra- % mātraṃ bhaktyā japettu vai // Ang_1.835 //,Sanskrit,GRETIL
idaṃ viṣṇurvyāhṛtīrvā $ gāyatrīṃ vā vidhānataḥ &,Sanskrit,GRETIL
viṣṇorarāṭamantre vā % gāyatrīṃ vaiṣṇavīmapi // Ang_1.836 //,Sanskrit,GRETIL
na cettu pauruṣaṃ sūktam $ athavā taṃ triyambakam &,Sanskrit,GRETIL
ā vo rājānamantraṃ vā % madhutrayamathāpi vā // Ang_1.837 //,Sanskrit,GRETIL
namo brahmaṇyamantraṃ vā $ daśa śāntiṣu kāmapi &,Sanskrit,GRETIL
svādhīnā tāmṛcaṃ no ced % gāyatrīṃ sarvaśūnyadām // Ang_1.838 //,Sanskrit,GRETIL
pratadviṣṇumantramirā- $ vatī dhenumatīti ca &,Sanskrit,GRETIL
yajamānaḥ svayaṃ prītyai % pitṛbhyo pravadettarām // Ang_1.839 //,Sanskrit,GRETIL
bhojanānte ca saṃpannaṃ $ pradadetpurataḥ sthitaḥ &,Sanskrit,GRETIL
tṛptāḥ stheti dvivāraṃ tad % uktvā dadyāttadannakam // Ang_1.840 //,Sanskrit,GRETIL
tatraiva vikiretpātra- $ samīpe tatpuraḥ sthitaḥ &,Sanskrit,GRETIL
ucchiṣṭapiṇḍaṃ ca dadyād % uttarāpośanaṃ tataḥ // Ang_1.841 //,Sanskrit,GRETIL
sarvāṇyetāni śiṣṭānām $ ācāreṇa na coktitaḥ &,Sanskrit,GRETIL
sūtrakārasya vedasya % kṛte 'bhyudayamucyate // Ang_1.842 //,Sanskrit,GRETIL
akṛte pratyavāyo na $ punaranyāni kevalam &,Sanskrit,GRETIL
tattatkriyāviśeṣeṣu % tūṣṇīkaṃ vedamantrakaiḥ // Ang_1.843 //,Sanskrit,GRETIL
atrānuktairmahākāla- $ vilambo bādhakāya vai &,Sanskrit,GRETIL
bhavedeva na sandehaḥ % śrāddhamantro ya īritaḥ // Ang_1.844 //,Sanskrit,GRETIL
tanmātrasya samīcīna- $ proktyai tatkarma sādhu vai &,Sanskrit,GRETIL
bhavetkilānyathā taddhi % kiṃ bhavediti sādhubhiḥ // Ang_1.845 //,Sanskrit,GRETIL
samyagālocanīyo 'to $ śrāddhamantroktimātrataḥ &,Sanskrit,GRETIL
yāvān kālavilambaḥ syāt % tāvānevātra kevalam // Ang_1.846 //,Sanskrit,GRETIL
prāmāṇiko hi tadbhinno $ 'vihitaśca vidhānataḥ &,Sanskrit,GRETIL
karmaṇo bādhakāyaiva % sādhakāya bhavenna tu // Ang_1.847 //,Sanskrit,GRETIL
tasmādvidvān sūtraveda- $ vihitaṃ yāvadeva vai &,Sanskrit,GRETIL
tāvadeva prakurvīta % sarvasaukhyāya kevalam // Ang_1.848 //,Sanskrit,GRETIL
ātmano brāhmaṇānāṃ ca $ bhoktḥṇāṃ śāstravartmanaḥ &,Sanskrit,GRETIL
śāstravirodhi tyājyameva,Sanskrit,GRETIL
yathāvadeva kurvītā % -dhikaṃ śāstravirodhi yat // Ang_1.849 //,Sanskrit,GRETIL
sarvaṃ samyakparityājyaṃ $ vihitaṃ yattadācaret &,Sanskrit,GRETIL
viprāṇāṃ bhojanātpaścāt % tacchāstrādhikakṛtyataḥ // Ang_1.850 //,Sanskrit,GRETIL
samāgatātpunaḥ proktaḥ $ saṃkalpo nānyathācaret &,Sanskrit,GRETIL
apāṃ madhyena cācchindya % darbhān mūlaiḥ sakṛddhataiḥ // Ang_1.851 //,Sanskrit,GRETIL
śundhantāṃ pitaraḥ prokṣya $ āyantvityabhimantrya ca &,Sanskrit,GRETIL
sakṛdācchinnamantreṇa % saṃstīryaiva tataḥ punaḥ // Ang_1.852 //,Sanskrit,GRETIL
mārjayanteti mantreṇa $ tato dadyāttilodakam &,Sanskrit,GRETIL
sakṛdācchinnadarbheṣu % triṣu sthāneṣu tatparam // Ang_1.853 //,Sanskrit,GRETIL
etatteti ca mantreṇa $ dadyātpiṇḍatrayaṃ punaḥ &,Sanskrit,GRETIL
yanme māteti mantraṃ tat % pitṛbhya iti vai punaḥ // Ang_1.854 //,Sanskrit,GRETIL
atra pitaro 'mutra ca $ amī madamataḥ param &,Sanskrit,GRETIL
ye samānāstato bhūyo % yena jātāstataḥ param // Ang_1.855 //,Sanskrit,GRETIL
vīraṃ dhatteti tatprāśyā- $ -ghrāya vā tatparaṃ punaḥ &,Sanskrit,GRETIL
mārjayanteti mantreṇa % pūrvavacca tilodakam // Ang_1.856 //,Sanskrit,GRETIL
datvāñjanābhyañjane ca $ vāsaśchitvā vidhānataḥ &,Sanskrit,GRETIL
namo va iti mantreṇa % namaskārān samācaret // Ang_1.857 //,Sanskrit,GRETIL
gṛhānna iti mantraṃ ca $ ūrja vahantīmanuṃ tataḥ &,Sanskrit,GRETIL
uttiṣṭhata pitaro mano % nvāhuveti mantrakam // Ang_1.858 //,Sanskrit,GRETIL
punarna iti bhūyaśca $ yadantarikṣamiti vai &,Sanskrit,GRETIL
mantrān japtvā krameṇaivaṃ % piṇḍāṃstānpūjayettataḥ // Ang_1.859 //,Sanskrit,GRETIL
pitṛpiṇḍārcanaṃ yaistu $ kriyate darbhapatrakaiḥ &,Sanskrit,GRETIL
taṇḍulairakṣataiḥ puṣpais % tilairapi yavaistathā // Ang_1.860 //,Sanskrit,GRETIL
prīṇitāḥ pitarastena $ yāvaccandrārkamedinī &,Sanskrit,GRETIL
putrakalatrādibhiḥ pitṛpradakṣiṇanamaskārāḥ,Sanskrit,GRETIL
vāsobhiḥ pūjayetpiṇḍān % yathāśaktyā vicakṣaṇaḥ // Ang_1.861 //,Sanskrit,GRETIL
dakṣiṇābhiśca tāmbūlair $ dhūpadīpādibhistathā &,Sanskrit,GRETIL
pradakṣiṇanamaskāraiḥ % putrapautrādibhiḥ saha // Ang_1.862 //,Sanskrit,GRETIL
kalatraiḥ parivāraiśca $ na cettasya kulaṃ tarām &,Sanskrit,GRETIL
na vardhate kṣīyate ca % kāle kāle śanaiḥ śanaiḥ // Ang_1.863 //,Sanskrit,GRETIL
ta eva piṇḍāḥ pitaras $ tadrūpeṇa sthitāḥ param &,Sanskrit,GRETIL
bhaveyuḥ pūjanārthāya % nātra kāryā vicāraṇā // Ang_1.864 //,Sanskrit,GRETIL
apratyakṣā hi pitaro $ vāyurūpaṃ samāśritāḥ &,Sanskrit,GRETIL
ākāśarūpamāpannāḥ % kālabhedeṣu santatam // Ang_1.865 //,Sanskrit,GRETIL
nityamākāśarūpāste $ śrāddhakāleṣu bhaktitaḥ &,Sanskrit,GRETIL
samāhūtāstadā sadyo % vāyurūpaṃ samāśritāḥ // Ang_1.866 //,Sanskrit,GRETIL
samāyānti manovegāt $ piṇḍakāle tu te punaḥ &,Sanskrit,GRETIL
tatpraviśyaiva putrāṇāṃ % hitāya kṣaṇamañjasā // Ang_1.867 //,Sanskrit,GRETIL
tiṣṭhanti kila tatpūjā- $ svīkārāya tato yatan &,Sanskrit,GRETIL
tatpūjāṃ vidhinā kuryāt % tataścetputrakāmukaḥ // Ang_1.868 //,Sanskrit,GRETIL
madhyamapiṇḍaṃ parimṛjya,Sanskrit,GRETIL
prayacchenmadhyamaṃ piṇḍaṃ $ dharmapatnyai samantrakam &,Sanskrit,GRETIL
ādhatta pitaraśceti % tataḥ sā niyatā śuciḥ // Ang_1.869 //,Sanskrit,GRETIL
pragṛhyāñjalinā bhaktyā $ prāṅmukhī maunamāśritā &,Sanskrit,GRETIL
taṃ prāśya vidhinācamya % tatpaścāttu trirātrakam // Ang_1.870 //,Sanskrit,GRETIL
kurvantī bhojanaṃ bhartur $ mukteḥ paścātsakṛcchuciḥ &,Sanskrit,GRETIL
muditā harṣitātīva % duḥkhitā malinā tathā // Ang_1.871 //,Sanskrit,GRETIL
bhāvayantī mahārudraṃ $ taṃ kālaṃ ninayedapi &,Sanskrit,GRETIL
tāvanmātreṇa ca tataḥ % sā putraṃ puṣkarasrajam // Ang_1.872 //,Sanskrit,GRETIL
labhate nātra sandeho $ yadi sā syādrajasvalā &,Sanskrit,GRETIL
śrāddhadine śūdrabhojane,Sanskrit,GRETIL
na śūdraṃ bhojayecchrāddhe % gṛhe yatnena taddine // Ang_1.873 //,Sanskrit,GRETIL
śrāddhaśeṣaṃ na śūdrebhyo $ na dadyāttu khaleṣvapi &,Sanskrit,GRETIL
pitṛbhojanapātrasya khananam,Sanskrit,GRETIL
piturucchiṣṭapātrāṇi % śrāddhe gopyāni kārayet // Ang_1.874 //,Sanskrit,GRETIL
khanitvaiva vinikṣipya $ yathā śrāddhe na gocaram &,Sanskrit,GRETIL
sodakumbham,Sanskrit,GRETIL
kṛte 'kṛte vā sāpiṇḍye % mātāpitroḥ parasya vā // Ang_1.875 //,Sanskrit,GRETIL
tasyāpyannaṃ sodakumbhaṃ $ dadyātsaṃvatsaraṃ dvijaḥ &,Sanskrit,GRETIL
adaivaṃ pārvaṇaśrāddhaṃ % sodakumbhamadharmakam // Ang_1.876 //,Sanskrit,GRETIL
kuryādābdikaparyantaṃ $ saṃkalpavidhinānvaham &,Sanskrit,GRETIL
kuryādaharahaḥ śrāddham % amāvāsyāṃ vinā sadā // Ang_1.877 //,Sanskrit,GRETIL
yatsodakalaśaśrāddhaṃ $ na kuryādanumāsike &,Sanskrit,GRETIL
prathamābde na tilatarpaṇam,Sanskrit,GRETIL
prathamābde na kartavyaṃ % tilatarpaṇamityapi // Ang_1.878 //,Sanskrit,GRETIL
sapiṇḍīkaraṇātparaṃ śrāddhāṅgatarpaṇam,Sanskrit,GRETIL
yadetattattu kathitaṃ $ vatsarābde sapiṇḍane &,Sanskrit,GRETIL
ekādaśe dvādaśe vā % sapiṇḍīkaraṇaṃ yadi // Ang_1.879 //,Sanskrit,GRETIL
kṛtaṃ cettatpuraṃ samyak $ sadyaḥ śrāddhāṅgatarpaṇam &,Sanskrit,GRETIL
kurvītaiva tathā darśaṃ % pratimāsaṃ pṛthak pṛthak // Ang_1.880 //,Sanskrit,GRETIL
akṛte tarpaṇe bhūyaḥ $ pitarastasya kevalam &,Sanskrit,GRETIL
bhaveyurduḥkhitā ghoraṃ % punaḥ pretatvaśaṅkayā // Ang_1.881 //,Sanskrit,GRETIL
teṣāṃ śaṅkānirāsāya $ māsikeṣvaṅgatarpaṇam &,Sanskrit,GRETIL
śrāddhānte vidhinā kāryaṃ % sadya eva na saṃśayaḥ // Ang_1.882 //,Sanskrit,GRETIL
pratimāsaṃ tadā darśaṃ $ yacchrāddhaṃ tarpaṇādikam &,Sanskrit,GRETIL
asaṃśayaṃ prakurvīta % na ceddoṣo mahān bhavet // Ang_1.883 //,Sanskrit,GRETIL
śrāddhamukteḥ paraṃ teṣāṃ $ dvijānāṃ karaśuddhaye &,Sanskrit,GRETIL
tilairhastodakaṃ kāryaṃ % ṣaḍvāraṃ darbhapuñjataḥ // Ang_1.884 //,Sanskrit,GRETIL
na cettatkaraśuddhiśca $ na bhavedeva kevalam &,Sanskrit,GRETIL
madgotraṃ vardhatāṃ deva % pitḥṇāṃ ca prasādataḥ // Ang_1.885 //,Sanskrit,GRETIL
iti brāhmaṇapādeṣu $ saparyāṃ tāṃ tadācaret &,Sanskrit,GRETIL
viśvedevaprasādaṃ ca % pitḥṇāṃ ca prasādakam // Ang_1.886 //,Sanskrit,GRETIL
svīkṛtya śirasā gṛhya $ devāśca pitarastataḥ &,Sanskrit,GRETIL
svasti brūteti vācoktvā hy % akṣayodakamityapi // Ang_1.887 //,Sanskrit,GRETIL
astvityapi ca taddhaste $ śambaraṃ satilākṣatam &,Sanskrit,GRETIL
yathākrameṇa dadyācca % vācayiṣye svadhāṃ tathā // Ang_1.888 //,Sanskrit,GRETIL
svāhāmapi ca saṃprārthya $ vācyatāmiti taistataḥ &,Sanskrit,GRETIL
saṃproktastu ṛce tveti % dhārāṃ tāṃ pravadetparām // Ang_1.889 //,Sanskrit,GRETIL
pitṛbhyaśca prathamataḥ $ pitāmahebhya eva ca &,Sanskrit,GRETIL
prapitāmahebhyaśca tadvat % svadhāstā vācyatāmiti // Ang_1.890 //,Sanskrit,GRETIL
bruvantu ca bhavanto vai $ oṃ svadhāmiti vai vadet &,Sanskrit,GRETIL
saṃpadyantāṃ svadhāśceti % devāścāpi tathā punaḥ // Ang_1.891 //,Sanskrit,GRETIL
prīyantāṃ pitaraḥ paścāt $ pitāmahāstataḥ kila &,Sanskrit,GRETIL
prapitāmahāśca pitaras % taddhaste salilaṃ kṣipet // Ang_1.892 //,Sanskrit,GRETIL
"pitḥṇāṃ rajataṃ, devānāṃ svarṇam",Sanskrit,GRETIL
tataḥ śrāddhaikasādguṇya- $ hetave dakṣiṇāṃ mudā &,Sanskrit,GRETIL
yathāśaktyā pradadyācca % pitḥṇāṃ rajataṃ param // Ang_1.893 //,Sanskrit,GRETIL
hiraṇyaṃ cāpi devānāṃ $ vājevājeti vai vadet &,Sanskrit,GRETIL
uttiṣṭhateti pitaraḥ % anugacchantu devatāḥ // Ang_1.894 //,Sanskrit,GRETIL
ityudvāsya tu tān paścād $ annaśeṣo 'khilaḥ punaḥ &,Sanskrit,GRETIL
kriyatāṃ kimiti prokte % ceṣṭaiḥ sa upabhujyatām // Ang_1.895 //,Sanskrit,GRETIL
ityuktastu tato bhūyaḥ $ svāduṣaṁ sada ityataḥ &,Sanskrit,GRETIL
upasthānaṃ pitḥṇāṃ tu % kuryātprāñjalinā dvijaḥ // Ang_1.896 //,Sanskrit,GRETIL
teṣāṃ tāmāśiṣaṃ gṛhya $ praṇipatya vidhānataḥ &,Sanskrit,GRETIL
anuvrajya vidhānena % svagṛhasyāntime tyajet // Ang_1.897 //,Sanskrit,GRETIL
na cetsarvatra tāḥ proktāḥ $ parā vyāhṛtayaḥ śivāḥ &,Sanskrit,GRETIL
na cettu vāmadevāya % mantraṃ paramamuttamam // Ang_1.898 //,Sanskrit,GRETIL
pravadettena manunā $ yadyadvaiguṇyamāgatam &,Sanskrit,GRETIL
karmamadhye paitṛke 'smin % jñānājñānata eva vai // Ang_1.899 //,Sanskrit,GRETIL
kartṛbhoktṛmahādoṣa- $ dravyakālādisaṃbhavāḥ &,Sanskrit,GRETIL
lobhamohājñānacitta- % kāyakṛtyaviśeṣajāḥ // Ang_1.900 //,Sanskrit,GRETIL
mahāparādhāḥ sukrūrāḥ $ parīhāraikavarjitāḥ &,Sanskrit,GRETIL
te sarve smaraṇāttasya % mahāmantrasya vaibhavāt // Ang_1.901 //,Sanskrit,GRETIL
sadyo vilayamāyānti $ karmasādguṇyamapyati &,Sanskrit,GRETIL
prabhavetsadya evaivaṃ % tasmāttu manumuttamam // Ang_1.902 //,Sanskrit,GRETIL
namodvādaśasaṃyuktaṃ $ paṭhanīyaṃ sakṛtkila &,Sanskrit,GRETIL
tāvanmātreṇa tatkarma % paramaṃ tṛptikārakam // Ang_1.903 //,Sanskrit,GRETIL
acchidraṃ sadguṇaṃ sāṅgaṃ $ vikalaikavivarjitam &,Sanskrit,GRETIL
pratyavāyaikarahitaṃ % gayāśrāddhaśatādhikam // Ang_1.904 //,Sanskrit,GRETIL
bhavatyeva na sandehas $ tasmāttanmantramuccaret &,Sanskrit,GRETIL
ucchiṣṭādi śrāddhe sapta pavitrāṇi,Sanskrit,GRETIL
ucchiṣṭaṃ śivanirmālyaṃ % vamanaṃ pretaparpaṭam // Ang_1.905 //,Sanskrit,GRETIL
śrāddhe sapta pavitrāṇi $ dauhitraḥ kutapastilāḥ &,Sanskrit,GRETIL
payaso vatsapītatvād % ucchiṣṭamiti nāma tat // Ang_1.906 //,Sanskrit,GRETIL
bhagīrathaprārthanayā $ tadgaṅgātyavalepahā &,Sanskrit,GRETIL
tirodhānaṃ jaṭāraṇye % kṛtvā tāmadharadyataḥ // Ang_1.907 //,Sanskrit,GRETIL
tannirmālyaṃ tato gaṅgā $ sā prītyai paramā smṛtā &,Sanskrit,GRETIL
sā nityaśuddhā tadyogād % gaṅgā patitapāvanī // Ang_1.908 //,Sanskrit,GRETIL
nirdoṣā saiva kathitā $ tadbhinnā sapta yāśca tāḥ &,Sanskrit,GRETIL
aśuddhāśca kadācitsyuḥ % śivāṅgapatitā tu sā // Ang_1.909 //,Sanskrit,GRETIL
atyantaikapavitrā hi $ nānyā vai tatsamā sarit &,Sanskrit,GRETIL
tadīyodakasaṃbandhād % yatpitryaṃ karma tattu vai // Ang_1.910 //,Sanskrit,GRETIL
apavitrasahasrebhyo $ muktaṃ sadyo bhaviṣyati &,Sanskrit,GRETIL
pitaro nityatṛptāste % naṣṭakṣutkāḥ pitāmahāḥ // Ang_1.911 //,Sanskrit,GRETIL
pārameśvarasāyujyaṃ $ labhante prapitāmahāḥ &,Sanskrit,GRETIL
apyanye kulajā eva % syuste kulasahasrakam // Ang_1.912 //,Sanskrit,GRETIL
taccāpi vaiṣṇavaṃ dhāma $ tatkṣaṇātprāpitaṃ bhavet &,Sanskrit,GRETIL
trirātraphaladā nadyaḥ % puṇye tadayanadvaye // Ang_1.913 //,Sanskrit,GRETIL
ardhodaye mahodaye $ cakrike grahaṇe tathā &,Sanskrit,GRETIL
padmakāpilaṣaṣṭhyāṃ vā % punaranyeṣu tāḥ punaḥ // Ang_1.914 //,Sanskrit,GRETIL
vidhiprayatnaracitā $ 'vagāhanajapādikaiḥ &,Sanskrit,GRETIL
phalapradā hi sarito % na tathā jāhnavī śivā // Ang_1.915 //,Sanskrit,GRETIL
darśanasparśanadhyānair $ jantūnāṃ janmamocanī &,Sanskrit,GRETIL
taduttarakṣaṇādgaṅgā % tadbhārgatanusaṃbhavā // Ang_1.916 //,Sanskrit,GRETIL
siṃhakarkaṭayormadhye $ sarvā nadyo rajasvalāḥ &,Sanskrit,GRETIL
dinatrayamasaṃspṛśyās % tatrādau yāḥ saridvarāḥ // Ang_1.917 //,Sanskrit,GRETIL
mahānadyaḥ,Sanskrit,GRETIL
godāvarī bhīmarathī $ tuṅgabhadrā ca veṇikā &,Sanskrit,GRETIL
tāpī payoṣṇī divyā syur % dakṣiṇe tu saridvarāḥ // Ang_1.918 //,Sanskrit,GRETIL
pāvanī narmadā caiva $ yamunā ca mahānadī &,Sanskrit,GRETIL
sarasvatī viśokā ca % vitastā ca tathā punaḥ // Ang_1.919 //,Sanskrit,GRETIL
dakṣiṇāyanakāle tu $ saṃprāpte cāvagāhanāt &,Sanskrit,GRETIL
paraṃ tridinaparyantaṃ % bhaveyustā rajasvalāḥ // Ang_1.920 //,Sanskrit,GRETIL
na tu sā śambhusaṃbandhān $ nityaśuddhā prakīrtitā &,Sanskrit,GRETIL
jāhnavī saritāṃ mukhyā % sarvalokaikapāvanī // Ang_1.921 //,Sanskrit,GRETIL
hlādanī pāvanī kāmā $ kāmanīyā kalāvatī &,Sanskrit,GRETIL
karakā kaluṣaghnī yā % nāgāścaitāsturīyakāt // Ang_1.922 //,Sanskrit,GRETIL
divasāt prabhṛti proktās $ tisro rātrī rajasvalāḥ &,Sanskrit,GRETIL
saptamīprabhṛti hyevaṃ % saritaḥ kāścanāparāḥ // Ang_1.923 //,Sanskrit,GRETIL
nalinī nirmalā nārā $ gurvī garbhā garā dharā &,Sanskrit,GRETIL
kṣurikā kāśikā śyāmā % daśa proktā rajasvalāḥ // Ang_1.924 //,Sanskrit,GRETIL
dāridryanāśinī deyā $ bāhudā bahulā balā &,Sanskrit,GRETIL
śarmiṣṭhā śayanā svāpā % nava nadyo rajasvalāḥ // Ang_1.925 //,Sanskrit,GRETIL
daśamīprabhṛti proktās $ tisro rātrīrmanīṣibhiḥ &,Sanskrit,GRETIL
taptā tāpā tāpasā ca % viśvāmitrā bṛhadvarā // Ang_1.926 //,Sanskrit,GRETIL
dhenā senā sanā somā $ nava nadyo rajasvalāḥ &,Sanskrit,GRETIL
trayodaśīprabhṛtyetā % kathitāstā rajasvalāḥ // Ang_1.927 //,Sanskrit,GRETIL
kalikā varuṇā vāmā $ somadā mahilā kalā &,Sanskrit,GRETIL
tvaritā lulitā tārā % ṣoḍaśaprabhṛti smṛtāḥ // Ang_1.928 //,Sanskrit,GRETIL
tisro rātrīrāpagāstā $ mahāśuddhā rajasvalāḥ &,Sanskrit,GRETIL
gārutmatā gatimatī % gatidā gaṇavāritā // Ang_1.929 //,Sanskrit,GRETIL
guṇāḍhyā guṇadā śeṣā $ sapta nadyaḥ prakīrtitāḥ &,Sanskrit,GRETIL
ekonaviṃśatidina- % prabhṛtyetā rajasvalāḥ // Ang_1.930 //,Sanskrit,GRETIL
śātadruśca śatadruśca $ varaṇī vāruṇī rasā &,Sanskrit,GRETIL
